"Province","Rural.Urban","Education.Level.or.Type","Labour.Group","Gender","Indicators","Description","Value","Age"
"Punjab","Urban & Rural","Incomplete Primary","Unknown","Female","Education Attainment","Education level by Age Group",0.09,"35-39 years"
"Punjab","Urban & Rural","Incomplete Middle","Unknown","Female","Education Attainment","Education level by Age Group",1.45,"35-39 years"
"Punjab","Urban & Rural","Incomplete Secondary","Unknown","Female","Education Attainment","Education level by Age Group",0.83,"35-39 years"
"Punjab","Urban & Rural","Incomplete Higher Secondary","Unknown","Female","Education Attainment","Education level by Age Group",0.86,"35-39 years"
"Punjab","Urban & Rural","Incomplete Degree","Unknown","Female","Education Attainment","Education level by Age Group",0.33,"35-39 years"
"Punjab","Urban & Rural","Undergraduate; Graduate & Postgraduate","Unknown","Female","Education Attainment","Education level by Age Group",0.63,"35-39 years"
"Punjab","Rural","Not Available","Unknown","Female","Household Population","Percentage of Total Household Population",6.91,"40-44 years"
"Punjab","Urban & Rural","Not Available","Unknown","Female","Illiterate Population","Illiterate Population by Age Group",4.12,"40-44 years"
"Punjab","Urban & Rural","Not Available","Unknown","Female","Literacy Rate","Literacy Rate by Age Group",2.79,"40-44 years"
"Punjab","Rural","Non-formal","Unknown","Female","Education Attainment","Education level by Age Group",0.05,"40-44 years"
"Punjab","Urban & Rural","Formal","Unknown","Female","Education Attainment","Education level by Age Group",2.74,"40-44 years"
"Punjab","Urban & Rural","Incomplete Primary","Unknown","Female","Education Attainment","Education level by Age Group",0.12,"40-44 years"
"Punjab","Urban & Rural","Incomplete Middle","Unknown","Female","Education Attainment","Education level by Age Group",1.02,"40-44 years"
"Punjab","Urban & Rural","Incomplete Secondary","Unknown","Female","Education Attainment","Education level by Age Group",0.56,"40-44 years"
"Punjab","Urban & Rural","Incomplete Higher Secondary","Unknown","Female","Education Attainment","Education level by Age Group",0.55,"40-44 years"
"Punjab","Urban & Rural","Incomplete Degree","Unknown","Female","Education Attainment","Education level by Age Group",0.22,"40-44 years"
"Punjab","Urban & Rural","Undergraduate; Graduate & Postgraduate","Unknown","Female","Education Attainment","Education level by Age Group",0.27,"40-44 years"
"Punjab","Rural","Not Available","Unknown","Female","Household Population","Percentage of Total Household Population",6.3,"45-49 years"
"Punjab","Urban & Rural","Not Available","Unknown","Female","Illiterate Population","Illiterate Population by Age Group",4.19,"45-49 years"
"Punjab","Urban & Rural","Not Available","Unknown","Female","Literacy Rate","Literacy Rate by Age Group",2.12,"45-49 years"
"Punjab","Rural","Non-formal","Unknown","Female","Education Attainment","Education level by Age Group",0.02,"45-49 years"
"Punjab","Urban & Rural","Formal","Unknown","Female","Education Attainment","Education level by Age Group",2.1,"45-49 years"
"Punjab","Urban & Rural","Incomplete Primary","Unknown","Female","Education Attainment","Education level by Age Group",0.08,"45-49 years"
"Punjab","Urban & Rural","Incomplete Middle","Unknown","Female","Education Attainment","Education level by Age Group",0.84,"45-49 years"
"Punjab","Urban & Rural","Incomplete Secondary","Unknown","Female","Education Attainment","Education level by Age Group",0.43,"45-49 years"
"Punjab","Urban & Rural","Incomplete Higher Secondary","Unknown","Female","Education Attainment","Education level by Age Group",0.47,"45-49 years"
"Punjab","Urban & Rural","Incomplete Degree","Unknown","Female","Education Attainment","Education level by Age Group",0.16,"45-49 years"
"Punjab","Urban & Rural","Undergraduate; Graduate & Postgraduate","Unknown","Female","Education Attainment","Education level by Age Group",0.12,"45-49 years"
"Punjab","Rural","Not Available","Unknown","Female","Household Population","Percentage of Total Household Population",5.32,"50-54 years"
"Punjab","Urban & Rural","Not Available","Unknown","Female","Illiterate Population","Illiterate Population by Age Group",4.14,"50-54 years"
"Punjab","Urban & Rural","Not Available","Unknown","Female","Literacy Rate","Literacy Rate by Age Group",1.18,"50-54 years"
"Punjab","Rural","Non-formal","Unknown","Female","Education Attainment","Education level by Age Group",0.04,"50-54 years"
"Punjab","Urban & Rural","Formal","Unknown","Female","Education Attainment","Education level by Age Group",1.14,"50-54 years"
"Punjab","Urban & Rural","Incomplete Primary","Unknown","Female","Education Attainment","Education level by Age Group",0.05,"50-54 years"
"Punjab","Urban & Rural","Incomplete Middle","Unknown","Female","Education Attainment","Education level by Age Group",0.53,"50-54 years"
"Punjab","Urban & Rural","Incomplete Secondary","Unknown","Female","Education Attainment","Education level by Age Group",0.21,"50-54 years"
"Punjab","Urban & Rural","Incomplete Higher Secondary","Unknown","Female","Education Attainment","Education level by Age Group",0.22,"50-54 years"
"Punjab","Urban & Rural","Incomplete Degree","Unknown","Female","Education Attainment","Education level by Age Group",0.07,"50-54 years"
"Punjab","Urban & Rural","Undergraduate; Graduate & Postgraduate","Unknown","Female","Education Attainment","Education level by Age Group",0.07,"50-54 years"
"Punjab","Rural","Not Available","Unknown","Female","Household Population","Percentage of Total Household Population",5.09,"55-59 years"
"Punjab","Urban & Rural","Not Available","Unknown","Female","Illiterate Population","Illiterate Population by Age Group",4.14,"55-59 years"
"Punjab","Urban & Rural","Not Available","Unknown","Female","Literacy Rate","Literacy Rate by Age Group",0.95,"55-59 years"
"Punjab","Rural","Non-formal","Unknown","Female","Education Attainment","Education level by Age Group",0.02,"55-59 years"
"Punjab","Urban & Rural","Formal","Unknown","Female","Education Attainment","Education level by Age Group",0.93,"55-59 years"
"Punjab","Urban & Rural","Incomplete Primary","Unknown","Female","Education Attainment","Education level by Age Group",0.06,"55-59 years"
"Punjab","Urban & Rural","Incomplete Middle","Unknown","Female","Education Attainment","Education level by Age Group",0.52,"55-59 years"
"Punjab","Urban & Rural","Incomplete Secondary","Unknown","Female","Education Attainment","Education level by Age Group",0.15,"55-59 years"
"Punjab","Urban & Rural","Incomplete Higher Secondary","Unknown","Female","Education Attainment","Education level by Age Group",0.13,"55-59 years"
"Punjab","Urban & Rural","Incomplete Degree","Unknown","Female","Education Attainment","Education level by Age Group",0.02,"55-59 years"
"Punjab","Urban & Rural","Undergraduate; Graduate & Postgraduate","Unknown","Female","Education Attainment","Education level by Age Group",0.04,"55-59 years"
"Punjab","Rural","Not Available","Unknown","Female","Household Population","Percentage of Total Household Population",3.62,"60-64 years"
"Punjab","Urban & Rural","Not Available","Unknown","Female","Illiterate Population","Illiterate Population by Age Group",3.08,"60-64 years"
"Punjab","Urban & Rural","Not Available","Unknown","Female","Literacy Rate","Literacy Rate by Age Group",0.54,"60-64 years"
"Punjab","Rural","Non-formal","Unknown","Female","Education Attainment","Education level by Age Group",0.04,"60-64 years"
"Punjab","Urban & Rural","Formal","Unknown","Female","Education Attainment","Education level by Age Group",0.5,"60-64 years"
"Punjab","Urban & Rural","Incomplete Primary","Unknown","Female","Education Attainment","Education level by Age Group",0.04,"60-64 years"
"Punjab","Urban & Rural","Incomplete Middle","Unknown","Female","Education Attainment","Education level by Age Group",0.25,"60-64 years"
"Punjab","Urban & Rural","Incomplete Secondary","Unknown","Female","Education Attainment","Education level by Age Group",0.09,"60-64 years"
"Punjab","Urban & Rural","Incomplete Higher Secondary","Unknown","Female","Education Attainment","Education level by Age Group",0.07,"60-64 years"
"Punjab","Urban & Rural","Incomplete Degree","Unknown","Female","Education Attainment","Education level by Age Group",0.01,"60-64 years"
"Punjab","Urban & Rural","Undergraduate; Graduate & Postgraduate","Unknown","Female","Education Attainment","Education level by Age Group",0.04,"60-64 years"
"Punjab","Rural","Not Available","Unknown","Female","Household Population","Percentage of Total Household Population",2.86,"65 years & above"
"Punjab","Urban & Rural","Not Available","Unknown","Female","Illiterate Population","Illiterate Population by Age Group",2.52,"65 years & above"
"Punjab","Urban & Rural","Not Available","Unknown","Female","Literacy Rate","Literacy Rate by Age Group",0.34,"65 years & above"
"Punjab","Rural","Non-formal","Unknown","Female","Education Attainment","Education level by Age Group",0.02,"65 years & above"
"Punjab","Urban & Rural","Formal","Unknown","Female","Education Attainment","Education level by Age Group",0.32,"65 years & above"
"Punjab","Urban & Rural","Incomplete Primary","Unknown","Female","Education Attainment","Education level by Age Group",0.03,"65 years & above"
"Punjab","Urban & Rural","Incomplete Middle","Unknown","Female","Education Attainment","Education level by Age Group",0.19,"65 years & above"
"Punjab","Urban & Rural","Incomplete Secondary","Unknown","Female","Education Attainment","Education level by Age Group",0.04,"65 years & above"
"Punjab","Urban & Rural","Incomplete Higher Secondary","Unknown","Female","Education Attainment","Education level by Age Group",0.03,"65 years & above"
"Punjab","Urban & Rural","Incomplete Degree","Unknown","Female","Education Attainment","Education level by Age Group",0.02,"65 years & above"
"Punjab","Urban & Rural","Undergraduate; Graduate & Postgraduate","Unknown","Female","Education Attainment","Education level by Age Group",0.01,"65 years & above"
"Punjab","Urban","Not Available","Unknown","Male & Female","Household Population","Percentage of Total Household Population",100,"All ages"
"Punjab","Urban & Rural","Not Available","Unknown","Male & Female","Illiterate Population","Illiterate Population by Age Group",38.96,"5 years & above"
"Punjab","Urban & Rural","Not Available","Unknown","Male & Female","Literacy Rate","Percentage of Literate Population (5 years & above)",61.04,"5 years & above"
"Punjab","Urban","Non-formal","Unknown","Male & Female","Education Attainment","Education level by Age Group",0.23,"All ages"
"Punjab","Urban & Rural","Formal","Unknown","Male & Female","Education Attainment","Education level by Age Group",60.81,"5 years & above"
"Punjab","Urban & Rural","Incomplete Pre-Primary","Unknown","Male & Female","Education Attainment","Education level by Age Group",0.62,"5 years & above"
"Punjab","Urban & Rural","Incomplete Primary","Unknown","Male & Female","Education Attainment","Education level by Age Group",7.18,"5 years & above"
"Punjab","Urban & Rural","Incomplete Middle","Unknown","Male & Female","Education Attainment","Education level by Age Group",14.65,"5 years & above"
"Punjab","Urban & Rural","Incomplete Secondary","Unknown","Male & Female","Education Attainment","Education level by Age Group",12.11,"5 years & above"
"Punjab","Urban & Rural","Incomplete Higher Secondary","Unknown","Male & Female","Education Attainment","Education level by Age Group",12.88,"5 years & above"
"Punjab","Urban & Rural","Incomplete Degree","Unknown","Male & Female","Education Attainment","Education level by Age Group",6.43,"5 years & above"
"Punjab","Urban & Rural","Undergraduate; Graduate & Postgraduate","Unknown","Male & Female","Education Attainment","Education level by Age Group",6.95,"5 years & above"
"Punjab","Urban","Not Available","Unknown","Male & Female","Household Population","Percentage of Total Household Population",100,"10 years & above"
"Punjab","Urban & Rural","Not Available","Unknown","Male & Female","Illiterate Population","Illiterate Population by Age Group",24.67,"10 years & above"
"Punjab","Urban & Rural","Not Available","Unknown","Male & Female","Literacy Rate","Percentage of Literate Population (10 years & above)",75.33,"10 years & above"
"Punjab","Urban","Non-formal","Unknown","Male & Female","Education Attainment","Education level by Age Group",0.28,"10 years & above"
"Punjab","Urban & Rural","Formal","Unknown","Male & Female","Education Attainment","Education level by Age Group",75.05,"10 years & above"
"Punjab","Urban & Rural","Incomplete Pre-Primary","Unknown","Male & Female","Education Attainment","Education level by Age Group",0.02,"10 years & above"
"Punjab","Urban & Rural","Incomplete Primary","Unknown","Male & Female","Education Attainment","Education level by Age Group",5.5,"10 years & above"
"Punjab","Urban & Rural","Incomplete Middle","Unknown","Male & Female","Education Attainment","Education level by Age Group",19.21,"10 years & above"
